           Time[sec]              Command             PortNo.0             PortNo.1             PortNo.2             PortNo.3 
        4.7300001000         0.0197130498         1.3915897233         1.3867802168         1.4016750932         2.9170349353 
        4.7350000000         0.0110950885         1.3864955226         1.3893265273         1.3991287878         2.8303750023 
        4.7400000000         0.0049331789         1.4043252250         1.3995117694         1.4016750932         2.7462638910 
        4.7450000000         0.0012335991         1.3966839240         1.3918728378         1.4042213986         2.6647016012 
        4.7500000000         0.0000000000         1.3966839240         1.3944191484         1.3991287878         2.5729440251 
        4.7550000000         0.0012335991         1.3966839240         1.3944191484         1.4042213986         2.4964793784 
        4.7600000000         0.0049331789         1.3890426230         1.3867802168         1.3965824825         2.4021729809 
        4.7650000000         0.0110950885         1.4043252250         1.3995117694         1.3914898717         2.3078665833 
        4.7700000000         0.0197132467         1.3966839240         1.3944191484         1.3991287878         2.2237554719 
        4.7750013000         0.0307823430         1.3966839240         1.3944191484         1.3914898717         2.1319978959 
        4.7800000000         0.0442818732         1.4043252250         1.4020580799         1.3965824825         2.0478867845 
        4.7850021000         0.0602152912         1.3890426230         1.3867802168         1.3991287878         1.9535803869 
        4.7900000000         0.0785420972         1.3890426230         1.3893265273         1.3991287878         1.8694692755 
        4.7950000000         0.0992657858         1.3941368236         1.3918728378         1.3965824825         1.7777116995 
        4.8000002000         0.1223596801         1.3966839240         1.3944191484         1.3940361771         1.6910517666 
        4.8050000000         0.1477980776         1.3992310243         1.3995117694         1.3965824825         1.6018430121 
        4.8100000000         0.1755587853         1.3941368236         1.3867802168         1.4067677040         1.5126342576 
        4.8150001000         0.2056140596         1.3890426230         1.3867802168         1.4042213986         1.4208766816 
        4.8200000000         0.2379323688         1.3890426230         1.3944191484         1.3991287878         1.3265702840 
        4.8250000000         0.2724836895         1.4017781247         1.3995117694         1.3991287878         1.2322638864 
        4.8300000000         0.3092332999         1.3890426230         1.3893265273         1.3991287878         1.1507015966 
        4.8350000000         0.3481449325         1.3890426230         1.3867802168         1.4042213986         1.0487487344 
        4.8400000000         0.3891801862         1.4068723253         1.3995117694         1.3965824825         0.9646376230 
        4.8450000000         0.4322985643         1.3915897233         1.3944191484         1.3914898717         0.8652335823 
        4.8500000000         0.4774575141         1.3992310243         1.3995117694         1.3965824825         0.7836712925 
        4.8550001000         0.5246134318         1.3992310243         1.4020580799         1.3991287878         0.6944625380 
        4.8600000000         0.5737168931         1.3890426230         1.3944191484         1.4042213986         0.6078026051 
        4.8650000000         0.6247223259         1.3890426230         1.3893265273         1.3965824825         0.5160450291 
        4.8700000000         0.6775784314         1.3966839240         1.3944191484         1.3991287878         0.4217386315 
        4.8750021000         0.7322563723         1.3941368236         1.3969654589         1.3991287878         0.3376275201 
        4.8800000000         0.7886322352         1.3941368236         1.4020580799         1.4042213986         0.2535164087 
        4.8850000000         0.8467203367         1.3966839240         1.3995117694         1.3965824825         0.1515635465 
        4.8900000000         0.9064400256         1.3941368236         1.3969654589         1.4042213986         0.0776477213 
        4.8950000000         0.9677323659         1.3941368236         1.3867802168         1.4016750932         0.0113783609 
        4.9000001000         1.0305381401         1.3941368236         1.3918728378         1.3965824825         0.0011830746 
        4.9050000000         1.0947915554         1.3966839240         1.3893265273         1.3914898717         1.0997251655 
        4.9100000000         1.1604330126         1.3966839240         1.3944191484         1.3965824825         4.9892268607 
        4.9150000000         1.2273964606         1.3890426230         1.3842339063         1.4042213986         4.9611898236 
        4.9200000000         1.2956158147         1.3915897233         1.3893265273         1.4042213986         4.8694322475 
        4.9250000000         1.3650237507         1.3864955226         1.3918728378         1.3991287878         4.7904187793 
        4.9300000000         1.4355517711         1.3864955226         1.3944191484         1.3991287878         4.7063076679 
        4.9350000000         1.5071302734         1.3890426230         1.3867802168         1.4118603148         4.6323918428 
        4.9400001000         1.5796900788         1.3966839240         1.4046043904         1.3991287878         4.5457319099 
        4.9450000000         1.6531551994         1.3941368236         1.4020580799         1.4067677040         4.4769137278 
        4.9500000000         1.7274575141         1.3941368236         1.3944191484         1.4042213986         4.4029979027 
        4.9550000000         1.8025222349         1.3839484223         1.3867802168         1.3991287878         4.3188867913 
        4.9600000000         1.8782752821         1.3966839240         1.3944191484         1.3914898717         4.2398733231 
        4.9650000000         1.9546418965         1.4017781247         1.3944191484         1.4067677040         4.1787016057 
        4.9700000000         2.0315467135         1.3915897233         1.3893265273         1.3965824825         4.0945904944 
        4.9750000000         2.1089138374         1.4017781247         1.4020580799         1.3889435663         4.0181258477 
        4.9800001000         2.1866684745         1.3966839240         1.3944191484         1.3965824825         3.9467588441 
        4.9850000000         2.2647292167         1.4017781247         1.4020580799         1.4016750932         3.8804894836 
        4.9900000000         2.3430237012         1.3966839240         1.3893265273         1.4067677040         3.8116713016 
        4.9950000000         2.4214731023         1.3890426230         1.3867802168         1.3965824825         3.7454019411 
