           Time[sec]          ao1_Vcmd[V]         ai2_Vgyro[V]        ai3_Vpoten[V]         Wgyro[rad/s] 
        1.2000000000         5.0000000000         2.1230743659         5.0044159885        23.6786370223 
        1.2050000000         5.0000000000         2.1205254144         1.1101425560        23.6122376254 
        1.2100000000         5.0000000000         2.1179764629         0.0014979597        23.5458382285 
        1.2150000000         5.0000000000         2.1179764629         0.0371784754        23.5458382285 
        1.2200000000         5.0000000000         2.1205254144         0.1314769813        23.6122376254 
        1.2250000000         5.0000000000         2.1103296084         0.2206782707        23.3466400379 
        1.2300000000         5.0000000000         2.1256233174         0.3251712096        23.7450364191 
        1.2350000000         5.0000000000         2.1052317055         0.4092752824        23.2138412442 
        1.2400000000         5.0000000000         2.1179764629         0.5137682214        23.5458382285 
        1.2450000000         5.0000000000         2.1103296084         0.6004209025        23.3466400379 
        1.2500000000         5.0000000000         2.1001338025         0.6845249753        23.0810424504 
        1.2550000000         5.0000000000         2.1128785599         0.7890179143        23.4130394348 
        1.2600001000         5.0000000000         2.1128785599         0.8731219871        23.4130394348 
        1.2650000000         5.0000000000         2.1077806570         0.9546774516        23.2802406411 
        1.2700001000         5.0000000000         2.1205254144         1.0540731741        23.6122376254 
        1.2750000000         5.0000000000         2.1052317055         1.1381772469        23.2138412442 
        1.2800001000         5.0000000000         2.1103296084         1.2324757528        23.3466400379 
        1.2850001000         5.0000000000         2.1179764629         1.3216770421        23.5458382285 
        1.2900000000         5.0000000000         2.1179764629         1.4032325067        23.5458382285 
        1.2950000000         5.0000000000         2.1205254144         1.5128226622        23.6122376254 
        1.3000001000         5.0000000000         2.1205254144         1.5994753433        23.6122376254 
        1.3050000000         5.0000000000         2.1103296084         1.6810308078        23.3466400379 
        1.3100000000         5.0000000000         2.1128785599         1.7727807055        23.4130394348 
        1.3150001000         5.0000000000         2.1128785599         1.8670792114        23.4130394348 
        1.3200000000         5.0000000000         2.1179764629         1.9664749338        23.5458382285 
        1.3250000000         5.0000000000         2.1103296084         2.0556762231        23.3466400379 
        1.3300000000         5.0000000000         2.0924869480         2.1346830794        22.8818442598 
        1.3350000000         5.0000000000         2.1103296084         2.2289815853        23.3466400379 
        1.3400000000         5.0000000000         2.1128785599         2.3207314829        23.4130394348 
        1.3450000000         5.0000000000         2.1179764629         2.4150299888        23.5458382285 
        1.3500000000         5.0000000000         2.1256233174         2.5067798865        23.7450364191 
        1.3550000000         5.0000000000         2.1179764629         2.6036270006        23.5458382285 
        1.3600000000         5.0000000000         2.1026827540         2.6800852486        23.1474418473 
        1.3650000000         5.0000000000         2.1154275114         2.7820295793        23.4794388317 
        1.3700000000         5.0000000000         2.1103296084         2.8737794770        23.3466400379 
        1.3750000000         5.0000000000         2.1077806570         2.9553349415        23.2802406411 
        1.3800000000         5.0000000000         2.1128785599         3.0445362309        23.4130394348 
        1.3850001000         5.0000000000         2.1103296084         3.1362861285        23.3466400379 
        1.3900000000         5.0000000000         2.1103296084         3.2229388096        23.3466400379 
        1.3950001000         5.0000000000         2.1001338025         3.3095914907        23.0810424504 
        1.4000000000         5.0000000000         2.1077806570         3.4038899966        23.2802406411 
        1.4050001000         5.0000000000         2.1103296084         3.4905426777        23.3466400379 
        1.4100001000         5.0000000000         2.1103296084         3.5873897918        23.3466400379 
        1.4150000000         5.0000000000         2.1001338025         3.6765910812        23.0810424504 
        1.4200000000         5.0000000000         2.0975848510         3.7657923705        23.0146430536 
        1.4250001000         5.0000000000         2.0975848510         3.8524450516        23.0146430536 
        1.4300000000         5.0000000000         2.1001338025         3.9492921658        23.0810424504 
        1.4350000000         5.0000000000         2.1001338025         4.0461392799        23.0810424504 
        1.4400001000         5.0000000000         2.0899379966         4.1251461362        22.8154448630 
        1.4450000000         5.0000000000         2.1077806570         4.2296390752        23.2802406411 
        1.4500000000         5.0000000000         2.1077806570         4.3188403645        23.2802406411 
        1.4550000000         5.0000000000         2.1052317055         4.4105902622        23.2138412442 
        1.4600000000         5.0000000000         2.1128785599         4.5099859846        23.4130394348 
        1.4650000000         5.0000000000         2.1077806570         4.5915414491        23.2802406411 
        1.4700000000         5.0000000000         2.1103296084         4.6960343881        23.3466400379 
        1.4750000000         5.0000000000         2.1256233174         4.8005273271        23.7450364191 
        1.4800000000         5.0000000000         2.1154275114         4.8846313999        23.4794388317 
        1.4850000000         5.0000000000         2.1179764629         4.9840271223        23.5458382285 
        1.4900000000         5.0000000000         2.1179764629         4.9993187719        23.5458382285 
        1.4950000000         5.0000000000         2.1128785599         1.1075939477        23.4130394348 
        1.5000000000         5.0000000000         2.1307212203         0.0065951762        23.8778352129 
        1.5050000000         5.0000000000         2.1256233174         0.0575673415        23.7450364191 
        1.5100001000         5.0000000000         2.1179764629         0.1467686309        23.5458382285 
        1.5150000000         5.0000000000         2.1103296084         0.2385185285        23.3466400379 
        1.5200001000         5.0000000000         2.1205254144         0.3455600758        23.6122376254 
        1.5250000000         5.0000000000         2.1103296084         0.4373099734        23.3466400379 
        1.5300001000         5.0000000000         2.1103296084         0.5239626545        23.3466400379 
        1.5350001000         5.0000000000         2.1154275114         0.6182611604        23.4794388317 
        1.5400001000         5.0000000000         2.1205254144         0.7151082745        23.6122376254 
        1.5450000000         5.0000000000         2.1154275114         0.8017609556        23.4794388317 
        1.5500001000         5.0000000000         2.1154275114         0.8935108532        23.4794388317 
        1.5550000000         5.0000000000         2.1205254144         0.9878093591        23.6122376254 
        1.5600000000         5.0000000000         2.1154275114         1.0744620402        23.4794388317 
        1.5650001000         5.0000000000         2.1103296084         1.1611147213        23.3466400379 
        1.5700000000         5.0000000000         2.1128785599         1.2503160107        23.4130394348 
        1.5750000000         5.0000000000         2.1205254144         1.3420659083        23.6122376254 
        1.5800000000         5.0000000000         2.1128785599         1.4261699811        23.4130394348 
        1.5850000000         5.0000000000         2.1179764629         1.5306629201        23.5458382285 
        1.5900000000         5.0000000000         2.1103296084         1.6122183846        23.3466400379 
        1.5950000000         5.0000000000         2.1103296084         1.7014196740        23.3466400379 
        1.6000000000         5.0000000000         2.1179764629         1.8008153964        23.5458382285 
        1.6050000000         5.0000000000         2.1179764629         1.8874680775        23.5458382285 
        1.6100000000         5.0000000000         2.1077806570         1.9766693669        23.2802406411 
        1.6150000000         5.0000000000         2.1026827540         2.0658706562        23.1474418473 
        1.6200000000         5.0000000000         2.1001338025         2.1576205538        23.0810424504 
        1.6250000000         5.0000000000         2.1001338025         2.2442732349        23.0810424504 
        1.6300000000         5.0000000000         2.1103296084         2.3411203491        23.3466400379 
        1.6350001000         5.0000000000         2.1256233174         2.4354188550        23.7450364191 
        1.6400000000         5.0000000000         2.1256233174         2.5297173609        23.7450364191 
        1.6450001000         5.0000000000         2.1154275114         2.6240158668        23.4794388317 
        1.6500000000         5.0000000000         2.1077806570         2.7055713313        23.2802406411 
        1.6550001000         5.0000000000         2.1026827540         2.7922240124        23.1474418473 
        1.6600001000         5.0000000000         2.1205254144         2.8941683431        23.6122376254 
        1.6650001000         5.0000000000         2.1128785599         2.9757238076        23.4130394348 
        1.6700000000         5.0000000000         2.1052317055         3.0572792722        23.2138412442 
        1.6750001000         5.0000000000         2.1103296084         3.1617722112        23.3466400379 
        1.6800000000         5.0000000000         2.1026827540         3.2382304592        23.1474418473 
        1.6850000000         5.0000000000         2.1026827540         3.3248831403        23.1474418473 
        1.6900001000         5.0000000000         2.1077806570         3.4268274710        23.2802406411 
        1.6950000000         5.0000000000         2.1154275114         3.5160287603        23.4794388317 
        1.7000000000         5.0000000000         2.1077806570         3.6052300497        23.2802406411 
        1.7050000000         5.0000000000         2.1128785599         3.7020771638        23.4130394348 
        1.7100000000         5.0000000000         2.1026827540         3.7912784532        23.1474418473 
        1.7150000000         5.0000000000         2.1001338025         3.8779311343        23.0810424504 
        1.7200000000         5.0000000000         2.0975848510         3.9696810319        23.0146430536 
        1.7250000000         5.0000000000         2.1001338025         4.0537851047        23.0810424504 
        1.7300000000         5.0000000000         2.0950358995         4.1480836106        22.9482436567 
        1.7350000000         5.0000000000         2.1077806570         4.2449307248        23.2802406411 
        1.7400000000         5.0000000000         2.1052317055         4.3341320141        23.2138412442 
        1.7450000000         5.0000000000         2.1052317055         4.4284305200        23.2138412442 
        1.7500000000         5.0000000000         2.1128785599         4.5329234590        23.4130394348 
        1.7550000000         5.0000000000         2.1026827540         4.6144789235        23.1474418473 
        1.7600001000         5.0000000000         2.1103296084         4.7189718625        23.3466400379 
        1.7650000000         5.0000000000         2.1205254144         4.8132703684        23.6122376254 
        1.7700001000         5.0000000000         2.1103296084         4.9024716578        23.3466400379 
        1.7750000000         5.0000000000         2.1205254144         5.0018673802        23.6122376254 
        1.7800001000         5.0000000000         2.1205254144         4.9993187719        23.6122376254 
        1.7850001000         5.0000000000         2.1205254144         0.0040465679        23.6122376254 
        1.7900001000         5.0000000000         2.1205254144        -0.0010506486        23.6122376254 
        1.7950000000         5.0000000000         2.1179764629         0.0728589911        23.5458382285 
        1.8000001000         5.0000000000         2.1205254144         0.1799005384        23.6122376254 
        1.8050000000         5.0000000000         2.1052317055         0.2614560029        23.2138412442 
        1.8100000000         5.0000000000         2.1230743659         0.3659489419        23.6786370223 
        1.8150001000         5.0000000000         2.1128785599         0.4551502313        23.4130394348 
        1.8200000000         5.0000000000         2.1128785599         0.5443515206        23.4130394348 
        1.8250000000         5.0000000000         2.1128785599         0.6411986348        23.4130394348 
        1.8300000000         5.0000000000         2.1179764629         0.7303999241        23.5458382285 
        1.8350000000         5.0000000000         2.1128785599         0.8323442548        23.4130394348 
        1.8400000000         5.0000000000         2.1128785599         0.9138997194        23.4130394348 
        1.8450000000         5.0000000000         2.1077806570         0.9980037922        23.2802406411 
        1.8500000000         5.0000000000         2.1128785599         1.0948509064        23.4130394348 
        1.8550000000         5.0000000000         2.1205254144         1.1840521957        23.6122376254 
        1.8600000000         5.0000000000         2.1103296084         1.2707048768        23.3466400379 
        1.8650000000         5.0000000000         2.1128785599         1.3624547744        23.4130394348 
        1.8700000000         5.0000000000         2.1256233174         1.4593018886        23.7450364191 
        1.8750000000         5.0000000000         2.1128785599         1.5383087449        23.4130394348 
        1.8800000000         5.0000000000         2.1205254144         1.6402530756        23.6122376254 
        1.8850001000         5.0000000000         2.1103296084         1.7294543649        23.3466400379 
        1.8900000000         5.0000000000         2.1179764629         1.8237528708        23.5458382285 
        1.8950001000         5.0000000000         2.1154275114         1.9155027684        23.4794388317 
        1.9000000000         5.0000000000         2.0975848510         1.9945096247        23.0146430536 
        1.9050001000         5.0000000000         2.1103296084         2.0964539554        23.3466400379 
        1.9100001000         5.0000000000         2.0975848510         2.1729122034        23.0146430536 
        1.9150001000         5.0000000000         2.1103296084         2.2723079259        23.3466400379 
        1.9200000000         5.0000000000         2.1230743659         2.3691550400        23.6786370223 
        1.9250001000         5.0000000000         2.1103296084         2.4456132880        23.3466400379 
        1.9300000000         5.0000000000         2.1154275114         2.5424604022        23.4794388317 
        1.9350000000         5.0000000000         2.1179764629         2.6342102998        23.5458382285 
        1.9400001000         5.0000000000         2.1001338025         2.7183143726        23.0810424504 
        1.9450000000         5.0000000000         2.1001338025         2.8100642703        23.0810424504 
        1.9500000000         5.0000000000         2.1179764629         2.9145572092        23.5458382285 
        1.9550000000         5.0000000000         2.1052317055         2.9884668490        23.2138412442 
        1.9600000000         5.0000000000         2.1077806570         3.0853139631        23.2802406411 
        1.9650000000         5.0000000000         2.1128785599         3.1821610773        23.4130394348 
        1.9700000000         5.0000000000         2.1001338025         3.2586193253        23.0810424504 
        1.9750000000         5.0000000000         2.1103296084         3.3631122643        23.3466400379 
        1.9800000000         5.0000000000         2.1103296084         3.4421191206        23.3466400379 
        1.9850000000         5.0000000000         2.1001338025         3.5287718017        23.0810424504 
        1.9900000000         5.0000000000         2.1077806570         3.6205216993        23.2802406411 
        1.9950000000         5.0000000000         2.1026827540         3.7097229886        23.1474418473 
        2.0000000000         5.0000000000         2.1077806570         3.8091187111        23.2802406411 
        2.0050000000         5.0000000000         2.1077806570         3.8983200004        23.2802406411 
        2.0100000000         5.0000000000         2.1103296084         3.9977157229        23.3466400379 
        2.0150001000         5.0000000000         2.1026827540         4.0843684039        23.1474418473 
        2.0200001000         5.0000000000         2.1026827540         4.1761183016        23.1474418473 
        2.0250000000         5.0000000000         2.0975848510         4.2602223744        23.0146430536 
        2.0300000000         5.0000000000         2.1077806570         4.3621667051        23.2802406411 
        2.0350001000         5.0000000000         2.1103296084         4.4539166027        23.3466400379 
        2.0400001000         5.0000000000         2.1128785599         4.5507637169        23.4130394348 
        2.0450000000         5.0000000000         2.1128785599         4.6450622228        23.4130394348 
        2.0500001000         5.0000000000         2.1128785599         4.7470065535        23.4130394348 
        2.0550000000         5.0000000000         2.1103296084         4.8336592345        23.3466400379 
        2.0600000000         5.0000000000         2.1179764629         4.9330549570        23.5458382285 
        2.0650001000         5.0000000000         2.1154275114         5.0018673802        23.4794388317 
        2.0700000000         5.0000000000         2.1103296084         1.1101425560        23.3466400379 
        2.0750000000         5.0000000000         2.1154275114         0.0040465679        23.4794388317 
        2.0800000000         5.0000000000         2.1103296084         0.0014979597        23.3466400379 
        2.0850000000         5.0000000000         2.1230743659         0.1034422904        23.6786370223 
        2.0900000000         5.0000000000         2.1179764629         0.1926435797        23.5458382285 
        2.0950000000         5.0000000000         2.1128785599         0.2894906939        23.4130394348 
        2.1000000000         5.0000000000         2.1230743659         0.3888864163        23.6786370223 
        2.1050000000         5.0000000000         2.1103296084         0.4755390974        23.3466400379 
        2.1100000000         5.0000000000         2.1103296084         0.5672889950        23.3466400379 
        2.1150000000         5.0000000000         2.1179764629         0.6641361092        23.5458382285 
        2.1200000000         5.0000000000         2.1052317055         0.7431429655        23.2138412442 
        2.1250000000         5.0000000000         2.1128785599         0.8425386879        23.4130394348 
        2.1300000000         5.0000000000         2.1128785599         0.9342885855        23.4130394348 
        2.1350000000         5.0000000000         2.1128785599         1.0260384831        23.4130394348 
        2.1400001000         5.0000000000         2.1179764629         1.1126911642        23.5458382285 
        2.1450001000         5.0000000000         2.1179764629         1.2044410618        23.5458382285 
        2.1500000000         5.0000000000         2.1103296084         1.2936423512        23.3466400379 
        2.1550000000         5.0000000000         2.1052317055         1.3751978158        23.2138412442 
        2.1600001000         5.0000000000         2.1128785599         1.4720449299        23.4130394348 
        2.1650000000         5.0000000000         2.1179764629         1.5688920441        23.5458382285 
        2.1700000000         5.0000000000         2.1077806570         1.6478989004        23.2802406411 
        2.1750001000         5.0000000000         2.1179764629         1.7447460145        23.5458382285 
        2.1800001000         5.0000000000         2.1179764629         1.8364959121        23.5458382285 
        2.1850000000         5.0000000000         2.1077806570         1.9205999850        23.2802406411 
        2.1900001000         5.0000000000         2.1077806570         2.0174470991        23.2802406411 
        2.1950000000         5.0000000000         2.0975848510         2.1142942133        23.0146430536 
        2.2000000000         5.0000000000         2.1103296084         2.2009468944        23.3466400379 
        2.2050000000         5.0000000000         2.1205254144         2.2926967920        23.6122376254 
        2.2100000000         5.0000000000         2.1281722688         2.3869952979        23.8114358160 
        2.2150000000         5.0000000000         2.1205254144         2.4838424121        23.6122376254 
        2.2200000000         5.0000000000         2.1026827540         2.5628492683        23.1474418473 
        2.2250000000         5.0000000000         2.1154275114         2.6647935990        23.4794388317 
        2.2300000000         5.0000000000         2.1103296084         2.7488976719        23.3466400379 
        2.2350000000         5.0000000000         2.1103296084         2.8330017447        23.3466400379 
        2.2400000000         5.0000000000         2.1307212203         2.9349460754        23.8778352129 
        2.2450000000         5.0000000000         2.1154275114         3.0215987565        23.4794388317 
        2.2500000000         5.0000000000         2.1179764629         3.1082514376        23.5458382285 
        2.2550000000         5.0000000000         2.1001338025         3.1898069021        23.0810424504 
        2.2600000000         5.0000000000         2.1026827540         3.2892026245        23.1474418473 
        2.2650001000         5.0000000000         2.1103296084         3.3758553056        23.3466400379 
        2.2700001000         5.0000000000         2.1077806570         3.4650565950        23.2802406411 
        2.2750000000         5.0000000000         2.1205254144         3.5695495339        23.6122376254 
        2.2800000000         5.0000000000         2.1052317055         3.6434591737        23.2138412442 
        2.2850001000         5.0000000000         2.1154275114         3.7479521127        23.4794388317 
        2.2900000000         5.0000000000         2.1001338025         3.8244103607        23.0810424504 
        2.2950000000         5.0000000000         2.1103296084         3.9314519079        23.3466400379 
        2.3000001000         5.0000000000         2.0924869480         4.0104587642        22.8818442598 
        2.3050001000         5.0000000000         2.0975848510         4.1047572701        23.0146430536 
        2.3100000000         5.0000000000         2.1077806570         4.1990557760        23.2802406411 
        2.3150001000         5.0000000000         2.1103296084         4.2908056736        23.3466400379 
        2.3200000000         5.0000000000         2.1077806570         4.3800069630        23.2802406411 
        2.3250000000         5.0000000000         2.1154275114         4.4819512936        23.4794388317 
        2.3300000000         5.0000000000         2.1103296084         4.5838956243        23.3466400379 
        2.3350000000         5.0000000000         2.1128785599         4.6705483054        23.4130394348 
        2.3400000000         5.0000000000         2.1077806570         4.7597495948        23.2802406411 
        2.3450000000         5.0000000000         2.1256233174         4.8693397503        23.7450364191 
        2.3500000000         5.0000000000         2.1179764629         4.9636382562        23.5458382285 
        2.3550000000         5.0000000000         2.1179764629         4.9993187719        23.5458382285 
        2.3600000000         5.0000000000         2.1179764629         1.1075939477        23.5458382285 
        2.3650000000         5.0000000000         2.1179764629         0.0014979597        23.5458382285 
        2.3700000000         5.0000000000         2.1128785599         0.0244354341        23.4130394348 
        2.3750000000         5.0000000000         2.1256233174         0.1238311565        23.7450364191 
        2.3800000000         5.0000000000         2.1077806570         0.2130324459        23.2802406411 
        2.3850000000         5.0000000000         2.1205254144         0.3226226013        23.6122376254 
        2.3900001000         5.0000000000         2.1128785599         0.4092752824        23.4130394348 
        2.3950001000         5.0000000000         2.1154275114         0.5035737883        23.4794388317 
        2.4000000000         5.0000000000         2.1154275114         0.5876778612        23.4794388317 
        2.4050000000         5.0000000000         2.1205254144         0.6921708001        23.6122376254 
        2.4100001000         5.0000000000         2.1179764629         0.7788234812        23.5458382285 
        2.4150000000         5.0000000000         2.1230743659         0.8705733788        23.6786370223 
        2.4200000000         5.0000000000         2.1103296084         0.9546774516        23.3466400379 
        2.4250001000         5.0000000000         2.1179764629         1.0591703906        23.5458382285 
        2.4300001000         5.0000000000         2.1205254144         1.1509202882        23.6122376254 
        2.4350000000         5.0000000000         2.1179764629         1.2248299280        23.5458382285 
        2.4400015000         5.0000000000         2.1077806570         1.3140312173        23.2802406411 
        2.4450000000         5.0000000000         2.1052317055         1.4057811150        23.2138412442 
        2.4500000000         5.0000000000         2.1103296084         1.5000796209        23.3466400379 
        2.4550000000         5.0000000000         2.1154275114         1.5969267350        23.4794388317 
        2.4600000000         5.0000000000         2.1205254144         1.6810308078        23.6122376254 
        2.4650000000         5.0000000000         2.1077806570         1.7651348807        23.2802406411 
        2.4700000000         5.0000000000         2.1103296084         1.8645306031        23.3466400379 
        2.4750000000         5.0000000000         2.1205254144         1.9613777172        23.6122376254 
        2.4800000000         5.0000000000         2.1001338025         2.0429331818        23.0810424504 
        2.4850000000         5.0000000000         2.1052317055         2.1448775125        23.2138412442 
        2.4900000000         5.0000000000         2.0975848510         2.2187871522        23.0146430536 
        2.4950000000         5.0000000000         2.1103296084         2.3207314829        23.3466400379 
        2.5000000000         5.0000000000         2.1230743659         2.4099327723        23.6786370223 
        2.5050000000         5.0000000000         2.1103296084         2.4965854534        23.3466400379 
        2.5100000000         5.0000000000         2.1077806570         2.5959811758        23.2802406411 
        2.5150001000         5.0000000000         2.1026827540         2.6775366404        23.1474418473 
        2.5200001000         5.0000000000         2.1077806570         2.7769323628        23.2802406411 
        2.5250000000         5.0000000000         2.1205254144         2.8737794770        23.6122376254 
        2.5300000000         5.0000000000         2.1052317055         2.9476891167        23.2138412442 
        2.5350001000         5.0000000000         2.1103296084         3.0445362309        23.3466400379 
        2.5400000000         5.0000000000         2.1179764629         3.1439319533        23.5458382285 
        2.5450000000         5.0000000000         2.1103296084         3.2254874178        23.3466400379 
        2.5500001000         5.0000000000         2.1077806570         3.3070428824        23.2802406411 
        2.5550001000         5.0000000000         2.1103296084         3.4013413883        23.3466400379 
        2.5600000000         5.0000000000         2.1103296084         3.4956398942        23.3466400379 
        2.5650001000         5.0000000000         2.1026827540         3.5822925753        23.1474418473 
        2.5700000000         5.0000000000         2.1001338025         3.6791396894        23.0810424504 
        2.5750000000         5.0000000000         2.1077806570         3.7708895871        23.2802406411 
        2.5800000000         5.0000000000         2.1052317055         3.8600908764        23.2138412442 
        2.5850000000         5.0000000000         2.1128785599         3.9569379906        23.4130394348 
        2.5900000000         5.0000000000         2.0924869480         4.0333962386        22.8818442598 
        2.5950000000         5.0000000000         2.1052317055         4.1378891776        23.2138412442 
        2.6000000000         5.0000000000         2.0975848510         4.2219932504        23.0146430536 
        2.6050000000         5.0000000000         2.1128785599         4.3188403645        23.4130394348 
        2.6100000000         5.0000000000         2.1128785599         4.4131388704        23.4130394348 
        2.6150000000         5.0000000000         2.1077806570         4.5048887681        23.2802406411 
        2.6200000000         5.0000000000         2.0975848510         4.5966386657        23.0146430536 
        2.6250000000         5.0000000000         2.1103296084         4.6960343881        23.3466400379 
        2.6300000000         5.0000000000         2.1128785599         4.7928815023        23.4130394348 
        2.6350000000         5.0000000000         2.1205254144         4.8922772247        23.6122376254 
        2.6400001000         5.0000000000         2.1103296084         4.9763812975        23.3466400379 
        2.6450001000         5.0000000000         2.1103296084         4.9916729471        23.3466400379 
        2.6500000000         5.0000000000         2.1179764629         1.1075939477        23.5458382285 
        2.6550000000         5.0000000000         2.1154275114         0.0014979597        23.4794388317 
        2.6600001000         5.0000000000         2.1179764629         0.0550187333        23.5458382285 
        2.6650000000         5.0000000000         2.1230743659         0.1544144557        23.6786370223 
        2.6700000000         5.0000000000         2.1205254144         0.2461643533        23.6122376254 
        2.6750001000         5.0000000000         2.1179764629         0.3404628592        23.5458382285 
        2.6800001000         5.0000000000         2.1230743659         0.4398585816        23.6786370223 
        2.6850000000         5.0000000000         2.1154275114         0.5239626545        23.4794388317 
        2.6900001000         5.0000000000         2.1179764629         0.6182611604        23.5458382285 
        2.6950000000         5.0000000000         2.1179764629         0.7176568828        23.5458382285 
        2.7000000000         5.0000000000         2.1103296084         0.8043095639        23.3466400379 
        2.7050000000         5.0000000000         2.1052317055         0.8858650284        23.2138412442 
        2.7100000000         5.0000000000         2.1103296084         0.9852607509        23.3466400379 
        2.7150000000         5.0000000000         2.1128785599         1.0719134319        23.4130394348 
        2.7200000000         5.0000000000         2.1077806570         1.1560175048        23.2802406411 
        2.7250000000         5.0000000000         2.1103296084         1.2503160107        23.3466400379 
        2.7300000000         5.0000000000         2.1154275114         1.3395173000        23.4794388317 
        2.7350000000         5.0000000000         2.1256233174         1.4363644142        23.7450364191 
        2.7400000000         5.0000000000         2.1128785599         1.5179198787        23.4130394348 
        2.7450000000         5.0000000000         2.1077806570         1.6071211681        23.2802406411 
        2.7500000000         5.0000000000         2.1205254144         1.7090654988        23.6122376254 
        2.7550000000         5.0000000000         2.1103296084         1.7931695716        23.3466400379 
        2.7600000000         5.0000000000         2.1052317055         1.8772736444        23.2138412442 
        2.7650001000         5.0000000000         2.1128785599         1.9843151917        23.4130394348 
        2.7700001000         5.0000000000         2.1026827540         2.0633220479        23.1474418473 
        2.7750000000         5.0000000000         2.0975848510         2.1550719456        23.0146430536 
        2.7800000000         5.0000000000         2.1103296084         2.2493704515        23.3466400379 
        2.7850001000         5.0000000000         2.1103296084         2.3309259160        23.3466400379 
        2.7900000000         5.0000000000         2.1307212203         2.4379674632        23.8778352129 
        2.7950000000         5.0000000000         2.1128785599         2.5169743195        23.4130394348 
        2.8000001000         5.0000000000         2.1128785599         2.6138214337        23.4130394348 
        2.8050001000         5.0000000000         2.1128785599         2.7132171561        23.4130394348 
        2.8100000000         5.0000000000         2.1001338025         2.7845781876        23.0810424504 
        2.8150001000         5.0000000000         2.1103296084         2.8839739100        23.3466400379 
        2.8200000000         5.0000000000         2.1103296084         2.9757238076        23.3466400379 
        2.8250000000         5.0000000000         2.1128785599         3.0547306639        23.4130394348 
        2.8300000000         5.0000000000         2.1154275114         3.1592236029        23.4794388317 
        2.8350000000         5.0000000000         2.1052317055         3.2382304592        23.2138412442 
        2.8400000000         5.0000000000         2.1052317055         3.3299803568        23.2138412442 
        2.8450000000         5.0000000000         2.1052317055         3.4242788627        23.2138412442 
        2.8500000000         5.0000000000         2.1077806570         3.5211259769        23.2802406411 
        2.8550000000         5.0000000000         2.1205254144         3.6128758745        23.6122376254 
        2.8600000000         5.0000000000         2.1103296084         3.6969799473        23.3466400379 
        2.8650000000         5.0000000000         2.1103296084         3.7887298449        23.3466400379 
        2.8700000000         5.0000000000         2.1128785599         3.8855769591        23.4130394348 
        2.8750000000         5.0000000000         2.0950358995         3.9620352071        22.9482436567 
        2.8800000000         5.0000000000         2.0975848510         4.0614309295        23.0146430536 
        2.8850000000         5.0000000000         2.1077806570         4.1608266520        23.2802406411 
        2.8900001000         5.0000000000         2.0950358995         4.2398335083        22.9482436567 
        2.8950001000         5.0000000000         2.1026827540         4.3315834059        23.1474418473 
        2.9000000000         5.0000000000         2.1205254144         4.4437221696        23.6122376254 
        2.9050000000         5.0000000000         2.1103296084         4.5278262425        23.3466400379 
        2.9100135000         5.0000000000         2.1128785599         4.6348677897        23.4130394348 
        2.9150000000         5.0000000000         2.1077806570         4.7113260377        23.2802406411 
        2.9200000000         5.0000000000         2.1128785599         4.8107217601        23.4130394348 
        2.9250001000         5.0000000000         2.1154275114         4.9050202660        23.4794388317 
        2.9300001000         5.0000000000         2.1103296084         4.9942215554        23.3466400379 
        2.9350000000         5.0000000000         2.1230743659         5.0044159885        23.6786370223 
        2.9400001000         5.0000000000         2.1281722688         0.0040465679        23.8114358160 
        2.9450000000         5.0000000000         2.1128785599        -0.0061478651        23.4130394348 
        2.9500002000         5.0000000000         2.1103296084         0.0677617746        23.3466400379 
        2.9550000000         5.0000000000         2.1128785599         0.1671574970        23.4130394348 
        2.9600000000         5.0000000000         2.1230743659         0.2716504360        23.6786370223 
        2.9650000000         5.0000000000         2.1230743659         0.3659489419        23.6786370223 
        2.9700000000         5.0000000000         2.1052317055         0.4449557982        23.2138412442 
        2.9750000000         5.0000000000         2.1103296084         0.5443515206        23.3466400379 
        2.9800000000         5.0000000000         2.1205254144         0.6437472430        23.6122376254 
        2.9850000000         5.0000000000         2.1128785599         0.7278513159        23.4130394348 
        2.9900000000         5.0000000000         2.1128785599         0.8221498217        23.4130394348 
        2.9950000000         5.0000000000         2.1205254144         0.9164483276        23.6122376254 
        3.0000000000         5.0000000000         2.1103296084         0.9954551839        23.3466400379 
        3.0050000000         5.0000000000         2.1205254144         1.0999481229        23.6122376254 
        3.0100000000         5.0000000000         2.1154275114         1.1815035874        23.4794388317 
        3.0150001000         5.0000000000         2.1077806570         1.2681562685        23.2802406411 
        3.0200001000         5.0000000000         2.1205254144         1.3675519910        23.6122376254 
        3.0250000000         5.0000000000         2.1154275114         1.4516560638        23.4794388317 
        3.0300000000         5.0000000000         2.1128785599         1.5434059614        23.4130394348 
        3.0350001000         5.0000000000         2.1205254144         1.6402530756        23.6122376254 
        3.0400000000         5.0000000000         2.1205254144         1.7320029732        23.6122376254 
        3.0450000000         5.0000000000         2.1103296084         1.8161070460        23.3466400379 
        3.0500001000         5.0000000000         2.1205254144         1.9129541602        23.6122376254 
